"id","owner_id","card_type","i_card_type","name","japanese_name","character","i_character","rarity","i_rarity","weapon","i_weapon","obtain_method","image","special_icon","art","special_front","front_top","front_bottom","front_name","front_rarity","front_weapon","transparent","subcard_effect","hp_1","sp_1","atk_1","def_1","hp_50","sp_50","atk_50","def_50","hp_70","sp_70","atk_70","def_70","skill_name","japanese_skill_name","skill_SP","skill_range","skill_affinity","i_skill_affinity","action_skill_effects","skill_comment","skill_preview","action_skill_combo","evolved_action_skill_combo","action_skill_damage","evolved_action_skill_damage","nakayoshi_title","japanese_nakayoshi_title","nakayoshi_skill_requirement","nakayoshi_skill_effect","nakayoshi_skill_target","evolved_nakayoshi_skill_requirement","evolved_nakayoshi_skill_effect","evolved_nakayoshi_skill_target","charge_comment","charge_damage","charge_hit","charge_name","charge_range"
"796","1","normal","0","【House Date】 Haruka","【おうちデート】遥香","遥香","3","★★★★","3"," 劍槍","5","Permanent Gacha: 'Hoshimori Gacha'2017/06/09 15:00 ~ 06/30 14:59 (UTC+9)","hoshimori/static/uploaded/c/icon/Card_30078_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_SubCardSkill.png","hoshimori/static/uploaded/c/art/Card_30078.png","hoshimori/static/uploaded/c/art/special/Card_fr_SubCardSkill.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_03_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_6.png","","true","1506","454","1080","1286","2868","994","2364","2814","3226","1136","2700","3215","","フロックオブシープ","363","All directions large range","無視武器屬性","1","HP25％回復","HP回復＋3回攻撃
武器相性無視
夢のなかでも、あの人に会えますように
この攻撃はHPに応じて威力が変化する","hoshimori/static/uploaded/c/skill/haruka_ouchidate.gif","13","13","(7 + HP/500) times x3","(8.05 + HP/500) times x3","","あなたを想いながら","","Damage +8%, Bullets +2","Everyone","","Damage +10%, Bullets +3","Everyone","","","","",""
"779","1","normal","0","【Swimsuit '16】 Michelle (Reprint)","【水着’16】ミシェル(復刻)","ミシェル","13","★★★★","3"," 槌","2","Limited Gacha: Michelle's Birthday 2017 Event Gacha","hoshimori/static/uploaded/c/icon/Card_139056_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_BirthDay2017_02_02_sub.png","hoshimori/static/uploaded/c/art/Card_139056.png","hoshimori/static/uploaded/c/art/special/Card_fr_BirthDay2017_02_02_sub.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_13_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_3.png","","true","1447","520","1040","1241","2756","1137","2275","2712","3100","1300","2600","2937","","ワンダーアクアリウム","190","All directions medium range","無視弱勢","2","","2回攻撃
苦手無視
敵を巻き込んで、巨大な水の柱が空へと吹き上がる！","hoshimori/static/uploaded/c/skill/mimi_mizugi16.gif","13","13","10 times + 18 times","10 times + 22.2 times","","離しちゃヤだよ……","After 5 combo","SP +15%","Year 2 Students, Year 1 Students","After 5 combo","SP +18%, Combo Damage +10%","Year 2 Students, Year 1 Students","","","","",""
"482","1","normal","0","【Halloween '15】 Kokomi (Reprint)","【ハロウィン’15】心美(復刻)","心美","14","★★★★","3"," 劍","0","Limited Gacha: October 02 Birthday Event Gacha","hoshimori/static/uploaded/c/icon/Card_149032_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_BirthDay2016_13_02.png","hoshimori/static/uploaded/c/art/Card_149032.png","hoshimori/static/uploaded/c/art/special/Card_fr_BirthDay2016_13_02.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_14_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_1.png","","false","1306","443","891","1128","2488","968","1950","2469","2798","1106","2228","2821","","ギミックオアスイーツ","201","Normal attack:  all directions small range
 reduce enemy attack:  all directions medium range
 reduce enemy defense:  all directions medium range","無視武器屬性","1","10秒間敵の攻撃力or防御力ダウン","敵ランダム弱体化＋周囲攻撃
武器相性無視
箱から飛び出すのは、恐怖の仕掛けか、甘美への誘いか","hoshimori/static/uploaded/c/skill/kokomi_Halloween.gif","13","13","20 times (JPN) / 30 times (TWN)","","","幸せのお菓子","Remaining time less than or equal to 60s","Damage +10%, Combo Damage +20%","Everyone","Remaining time less than or equal to 90s","Damage +10%, Combo Damage +20%","Everyone","","","","",""
"419","1","normal","0","【Yukata '16】 Sadone","【浴衣’16】サドネ","サドネ","16","★★★★","3"," 槌","2","Limited Gacha: Summer Festival '16 Event Gacha","hoshimori/static/uploaded/c/icon/Card_160031_s.png","","hoshimori/static/uploaded/c/art/Card_160031.png","","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_16_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_3.png","","false","1866","360","1040","1051","3555","788","2275","2297","4000","900","2599","2488","","プルクラ・カエルム","226","All directions very large range","無視武器屬性","1","","HPに応じて威力が変化する2回攻撃
武器相性無視
知らなかった！　ハナビってこんなにキレイなんだね！","hoshimori/static/uploaded/c/skill/sadone_yukata16.gif","13","12","(11 + HP/500) times x2","(11 + HP/500) times x2","","ハナビ、すごい！","After 15 combo","Damage +10%, HP +7%","Everyone","After 15 combo","Damage +15%, HP +10%","Everyone","","","","",""
"905","1","normal","0","【Swimsuit '15】 Sakura (Anime Commemoration Reprint)","【水着’15】桜(ｱﾆﾒ記念復刻)","桜","10","★★★★","3"," 杖","4","Anime Airing Commemoration Gacha 'Fujimiya Sakura'","hoshimori/static/uploaded/c/icon/Card_109030_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_AnimeStart.png","hoshimori/static/uploaded/c/art/Card_109030.png","hoshimori/static/uploaded/c/art/special/Card_fr_AnimeStart.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_10_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_5.png","","false","1048","566","970","543","1884","1237","2122","1189","2119","1413","2426","1359","","ジェリーボム","281","All directions medium range","無視武器屬性","1","敵に毒の効果","周囲の敵を攻撃し毒にする
武器相性無視
いつも冷静な彼女を気に入ったクラゲたちが力を貸す","hoshimori/static/uploaded/c/skill/sakura_mizugi.gif","13","13","Approx. 13 times","","","1番の景色","","SP +9%, Attack Power +3%","Year 1 Students","","SP +11%, Attack Power +4%","Year 1 Students","","","","",""
"742","1","extra","1","【Swimsuit '17】 Fuuran","【水着’17】風蘭","風蘭","103","★★★★","3"," 杖","4","Permanent Gacha: 'Part 3 Gacha","hoshimori/static/uploaded/c/icon/Card_1030074_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_Extra.png","hoshimori/static/uploaded/c/art/Card_1030074.png","hoshimori/static/uploaded/c/art/special/Card_fr_Extra.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_103_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_5.png","","false","2308","783","1272","780","4146","1714","2783","1710","4485","1959","3180","1955","","キャノンスパイク","381","Front very large range","無視弱勢","2","15秒間、敵の被ダメ75％UP","敵の被ダメージ超UP＋1回攻撃
苦手無視
アタシのボール、とれるならとってみなっ！","hoshimori/static/uploaded/c/skill/huuran_mizugi17.gif","13","13","42 times","","","やるからには勝つ！","After 5 combo","Attack Power +7%, Auto-reload","Everyone","","","","周囲の敵を連続攻撃（最大3連撃）","Close: 14 times - Mid: 13 times - Far: 9 times","3","御剣流連舞斬","Close: All directions small range - Mid: Front small range - Far: Front straight line"
"685","1","normal","0","【Tiara】 Miki (Reprint)","【Tiara】みき(復刻)","みき","1","★★★★","3"," 矛","1","Limited Gacha: March 15 Birthday Event Gacha","hoshimori/static/uploaded/c/icon/Card_19042_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_BirthDay2017_LogoOnly.png","hoshimori/static/uploaded/c/art/Card_19042.png","hoshimori/static/uploaded/c/art/special/Card_fr_BirthDay2017_LogoOnly.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_01_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_2.png","","false","1976","406","914","799","3772","875","2000","1748","4245","1000","2285","1999","","ディライト・ドリーム","251","All directions medium range","無視武器屬性","1","1〜25コンボ：15秒間、与ダメ50％アップ
26以降：15秒間、与ダメ50％アップ＋雷付加","周囲攻撃＋コンボ数に応じた効果（2種）
武器相性無視
目を奪われるほどに美しい花びらが華麗に舞い散る","hoshimori/static/uploaded/c/skill/miki_Tiara.gif","13","13","Approx. 16 times","Approx. 18 times","","大樹を見上げて","After 15 combo","Combo Damage +20%, SP Consumption -10%","Everyone","After 10 combo","Combo Damage +20%, SP Consumption -15%","Everyone","","","","",""
"966","1","normal","0","【Yukata '15】 Renge (Memories Reprint)","【浴衣’15】蓮華(メモリーズ復刻)","蓮華","8","★★★★","3"," 劍","0","Limited Gacha: Hoshimori Memories Yukata Gacha","hoshimori/static/uploaded/c/icon/Card_88031_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_SubCardSkill_Memories_01.png","hoshimori/static/uploaded/c/art/Card_88031.png","hoshimori/static/uploaded/c/art/special/Card_fr_SubCardSkill_Memories_01.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_08_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_1.png","","true","1511","450","1017","1249","2878","983","2226","2733","3237","1125","2544","3122","","真夏のダンスクイーン","193","All directions medium range","無視武器屬性","1","稀に敵をスタン","周囲の敵を攻撃＋稀にスタン
武器相性無視
魅惑のダンスで、見ている者の心を揺り動かす","hoshimori/static/uploaded/c/skill/renge_yukata.gif","13","13","45.2 times","","","大人の色香","Remaining time less than or equal to 60s","Attack Power +10%, SP +30%","Everyone","Remaining time less than or equal to 75s","Attack Power +10%, SP +30%","Everyone","","","","",""
"644","1","normal","0","【Valentine '17】 Sadone","【バレンタイン’17】サドネ","サドネ","16","★★★★","3"," 槍","3","Limited Gacha: The True Feeling… Event Gacha","hoshimori/static/uploaded/c/icon/Card_160067_s.png","","hoshimori/static/uploaded/c/art/Card_160067.png","","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_16_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_4.png","","false","1582","567","1055","1027","3013","1236","2307","2248","3390","1410","2635","2568","","エスペクタ・レガーロ","276","Around enemy small range","無視弱勢","2","10秒間、得意or苦手発動時与ダメージ3倍","相性大幅UP（短）＋3回攻撃
苦手無視
ばれんたいんだから、がんばってちょこ作ったんだよ","hoshimori/static/uploaded/c/skill/sadone_Valentine17.gif","13","13","9.3 times x3","10.7 times x3","","ずっと、待ってるから","","Combo Damage +15%, SP Consumption -15%","Year 1 Students","","Combo Damage +30%, SP Consumption -15%","Year 1 Students","","","","",""
"731","1","normal","0","【2nd Memorial】 Renge","【2ndメモリアル】蓮華","蓮華","8","★★★★","3"," 槍","3","Permanent Gacha: 'Hoshimori Gacha'2017/04/17 15:00 ~ 05/30 14:59 (UTC+9)","hoshimori/static/uploaded/c/icon/Card_80072_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_SubCardSkill.png","hoshimori/static/uploaded/c/art/Card_80072.png","hoshimori/static/uploaded/c/art/special/Card_fr_SubCardSkill.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_08_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_4.png","","true","1663","591","1088","972","3167","1288","2381","2128","3563","1470","2720","2430","","インタイス・カード","257","Around enemy large","無視弱勢","2","","メタル貫通2回攻撃
苦手無視
あらあら　ホントにそのカードでいいんですか〜？","hoshimori/static/uploaded/c/skill/renge_2ndmemorial.gif","10","10","12.6 times x2","14.49 times x2","","バニーガールの色香","Remaining HP more than or equal to 75%","HP +20%, Damage +8%","Spear, Gunblade, Twin Barrett","Remaining HP more than or equal to 75%","HP +25%, Damage +10%","Spear, Gunblade, Twin Barrett","","","","",""
"283","1","normal","0","【The Movie】 Anko","【ザ・ムービー】あんこ","あんこ","7","★★★★","3"," 矛","1","Limited Gacha: Star Event Gacha","hoshimori/static/uploaded/c/icon/Card_70034_s.png","","hoshimori/static/uploaded/c/art/Card_70034.png","","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_07_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_2.png","","false","1946","446","940","721","3715","963","2057","1577","4180","1100","2350","1804","","ピラミッド・カース","192","All directions medium range","無視武器屬性","1","敵に毒の効果","周囲の敵に2回攻撃＋毒
武器相性無視
砂漠の女王の強い意志にさらされたものは毒に冒される","hoshimori/static/uploaded/c/skill/anko_movie.gif","13","13","10 times x2 (JPN) / 11 times x2 (TWN)","11.5 times x2 (JPN) / 13 times x2 (TWN)","","ひれ伏しなさいよ","","Damage +10%, Combo Damage +15%","Spear","","Damage +15%, Combo Damage +20%","Spear","","","","",""
"93","1","normal","0","【Classical Concert】 Haruka","【クラシックコンサート】遥香","遥香","3","★★★★","3"," 槌","2","Regular Gacha and Card Clearinghouse","hoshimori/static/uploaded/c/icon/Card_30019_s.png","","hoshimori/static/uploaded/c/art/Card_30019.png","","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_03_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_3.png","","false","1530","269","861","780","2914","588","1883","1705","3278","672","2153","1950","","遥香のコンサート","147","All directions very large range","無視武器屬性","1","","周囲の敵を大攻撃
武器相性無視
美しいメロディは時として、何物にも勝る武器となる","hoshimori/static/uploaded/c/skill/harula_concert.gif","12","12","Approx. 9.3 times","","","鑑賞スタイル","","SP +9%","Everyone","","SP +13%","Everyone","","","","",""
"410","1","normal","0","【Swimsuit '16】 Sakura","【水着’16】桜","桜","10","★★★★","3"," 劍","0","Limited Gacha: Island Event Gacha","hoshimori/static/uploaded/c/icon/Card_100056_s.png","","hoshimori/static/uploaded/c/art/Card_100056.png","","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_10_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_1.png","","false","1465","500","1008","1172","2790","1093","2205","2563","3138","1250","2520","3030","","シーベッドスランバー","208","All directions small range +  all directions medium range","無視武器屬性","1","15秒間、遠距離攻撃無効","2回攻撃＋遠距離無効
武器相性無視
この貝の中は意外とあったかくて寝心地がいいんじゃぞ","hoshimori/static/uploaded/c/skill/sakura_mizugi16.gif","13","13","4 times + 24 times","4 times + 28.2 times","","心細いのぅ……","After 5 combo","SP +15%, Damage +6%","Year 1 Students","After 5 combo","SP +18%, Damage +6%","Year 1 Students, Year 2 Students","","","","",""
"337","1","normal","0","【Princess】 Miki","【Princess】みき","みき","1","★★★★","3"," 槌","2","Permanent Gacha: 'Debut Gacha","hoshimori/static/uploaded/c/icon/Card_10053_s.png","","hoshimori/static/uploaded/c/art/Card_10053.png","","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_01_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_3.png","","false","1913","381","1016","908","3643","833","2223","1985","4100","952","2540","2150","","フレッシュ・メロディ","166","All directions large range","無視武器屬性","1","","HPに応じて威力が変化する攻撃
武器相性無視
アイドルに憧れた少女の、この世界へ送る最初の1曲！","hoshimori/static/uploaded/c/skill/miki_Princess.gif","13","13","Approx. 18 times + (HP/500)","Approx. 20.7 times + (HP/500)","","3人ならがんばれる！","","Skill Combo +1, HP +7%","Hammer, Spear","","Skill Combo +1, HP +13%","Hammer, Spear","","","","",""
"387","1","normal","0","【Chuuuuu♡Lip】 Renge (Reprint)","【Chuuuuu♡Lip】蓮華(復刻)","蓮華","8","★★★★","3"," 杖","4","Limited Gacha: June 26 Birthday Event Gacha","hoshimori/static/uploaded/c/icon/Card_89039_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_BirthDay2016_13_02.png","hoshimori/static/uploaded/c/art/Card_89039.png","hoshimori/static/uploaded/c/art/special/Card_fr_BirthDay2016_13_02.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_08_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_5.png","","false","1564","590","960","659","2809","1290","2100","1443","3151","1474","2400","1649","","エンドレスロマンス","220","All directions medium range","","0","パーティ全員与ダメージ25％アップ（秘密のレッスン前：10秒、秘密のレッスン後：15秒）","与ダメUP（全、短）＆攻撃＋メタル貫通爆弾
相性無
その魅力に、誰もが終わりなきロマンスを夢見てしまう","hoshimori/static/uploaded/c/skill/renge_idol.gif","13","13","Approx. 12.5 times","Approx. 14.37 times","","本領発揮","After 10 combo","Auto-reload, Damage +8%","Spear, Rod","After 5 combo","Auto-reload, Damage +10%","Spear, Rod","","","","",""
"812","1","normal","0","【Valentine '16】 Michelle (Memories Reprint)","【バレンタイン’16】ミシェル(メモリーズ復刻)","ミシェル","13","★★★★","3"," 杖","4","Limited Gacha: Hoshimori Memories Gacha Part 3","hoshimori/static/uploaded/c/icon/Card_138043_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_SubCardSkill_Memories_01.png","hoshimori/static/uploaded/c/art/Card_138043.png","hoshimori/static/uploaded/c/art/special/Card_fr_SubCardSkill_Memories_01.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_13_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_5.png","","true","1626","691","1059","721","2921","1512","2318","1577","3276","1727","2650","1802","","涙のバレンタイン","326","Front very small range +  all directions small range x2","無視武器屬性","1","パーティ全員の被ダメ25％ダウン（10秒）","突進＋周囲攻撃＋被ダメdown（全、短）
武器相性無視
チョコが割れた悲しみと涙が周囲の敵に激震を与える","hoshimori/static/uploaded/c/skill/mimi_Valentine.gif","13","13","Approx. 3 times x2 + approx. 24 times","Approx. 3 times x2 + approx. 28.5 times","","割れちゃったけど……","","Nullify SP Damage, Bullets +2","Year 2 Students","","Nullify SP Damage, Auto-reload","Everyone","","","","",""
"316","1","normal","0","【Starsuit Flora】 Subaru","【星衣フローラ】昴","昴","2","★★★★","3"," 槌","2","Permanent Gacha: 'Part 2 Story Gacha","hoshimori/static/uploaded/c/icon/Card_20044_s.png","","hoshimori/static/uploaded/c/art/Card_20044.png","","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_02_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_3.png","","false","1820","393","1040","955","3466","859","2275","2088","3900","982","2600","2261","","アキュートグラウンド","171","Front large range","無視武器屬性","1","10秒間、得意or苦手発動時与ダメージ2倍","前方の敵を2回攻撃＋相性UP（短）
武器相性無視
渾身の力をこめた一撃は大地を割り、敵を滅ぼす","hoshimori/static/uploaded/c/skill/subaru_flora.gif","13","13","Approx. 9 times + approx. 15 times","Approx. 9 times + approx. 18.6 times","","手加減はしないよ","Remaining HP less than or equal to 25%","Attack Power +7%, Combo Damage +20%","Everyone","Remaining HP less than or equal to 25%","Attack Power +10%, Combo Damage +30%","Everyone","","","","",""
"722","1","normal","0","【Birthday '17】 Hinata","【バースデー’17】ひなた","ひなた","11","★★★★","3"," 槌","2","Limited Gacha: April 15 Birthday Event Gacha","hoshimori/static/uploaded/c/icon/Card_110054_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_BirthDay2017.png","hoshimori/static/uploaded/c/art/Card_110054.png","hoshimori/static/uploaded/c/art/special/Card_fr_BirthDay2017.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_11_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_3.png","","false","1761","517","1050","1011","3355","1133","2298","1886","3775","1294","2625","2393","","ワンダフル・サニー","235","Self medium range x9 +  all directions very large range x3","無視弱勢","2","","多段攻撃＋周囲3回攻撃
苦手無視
ひなた、いっこオトナになったんだよ！","hoshimori/static/uploaded/c/skill/hinata_birthday17.gif","10","10","2 times x9 + 10.9 times x3","2 times x9 + 13.435 times x3","","えへへ、うれしいなっ","","Nullify Paralysis, Cheerpoints +50%","Everyone","","Nullify Paralysis, Cheerpoints +100%","Everyone","","","","",""
"620","1","normal","0","【Angel in White】 Kurumi","【白衣の天使】くるみ","くるみ","6","★★★★","3"," 槍","3","Limited Gacha: Angel's Healing Event Gacha","hoshimori/static/uploaded/c/icon/Card_60066_s.png","","hoshimori/static/uploaded/c/art/Card_60066.png","","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_06_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_4.png","","false","1658","536","1046","940","3158","1167","2289","2058","3553","1332","2615","2350","","探して！ばんそうこう","255","Around enemy small range","無視弱勢","2","15秒間、遠距離攻撃無効","10回攻撃＋遠距離無効
苦手無視
ばんそうこうをどこにしまったか、忘れてしまいました","hoshimori/static/uploaded/c/skill/kurumi_hakuinotenshi.gif","13","13","3.8 times x10","4.37 times x10","","ナースコールが……","After 10 combo","Attack Power +5%, Auto-reload","Everyone","After 5 combo","Attack Power +6%, Auto-reload","Everyone","","","","",""
"997","1","normal","0","【Swimsuit '16】 Sadone (Memories Reprint)","【水着’16】サドネ(メモリーズ復刻)","サドネ","16","★★★★","3"," 劍槍","5","Limited Gacha: Hoshimori Memories Swimwuit '16 Gacha","hoshimori/static/uploaded/c/icon/Card_169056_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_SubCardSkill_Memories_01.png","hoshimori/static/uploaded/c/art/Card_169056.png","hoshimori/static/uploaded/c/art/special/Card_fr_SubCardSkill_Memories_01.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_16_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_6.png","","true","1302","440","1069","1321","2480","962","2342","2889","2790","1100","2677","3300","","ペルゲレ・ナーヴィス","200","Front small range (moving towards enemy)","無視武器屬性","1","10秒間、スキルダメージ100％アップ","8回移動攻撃＋スキル威力UP（短）
武器相性無視
ジャマをする奴を吹き飛ばせ！　荒ぶるボートの突進！","hoshimori/static/uploaded/c/skill/sadone_mizugi16.gif","13","13","2.18 times x8","2.5 times x8","","う、浮いてる！","","Combo Damage +20%, SP Consumption -10%","Year 1 Students","","Combo Damage +30%, SP Consumption -15%","Year 1 Students","","","","",""
"822","1","normal","0","【New Uniform】 Miki","【新制服】みき","みき","1","★★","1"," 劍","0","Regular Gacha (After 2017/06/20 15:00)","hoshimori/static/uploaded/c/icon/Card_10080_s.png","","hoshimori/static/uploaded/c/art/Card_10080.png","","","","","","","","false","941","365","632","428","1395","613","1065","721","1883","882","1532","1037","","カトルスラッシュ","84","Front small range","","0","","前方の敵を連続攻撃
合計4回の斬撃は、強大な敵をも打ち倒す","","10","10","1.3 times x4","","","笑顔が一番！","","Attack Power +1%","Everyone","","","","","","","",""
