card_type,character,event,card_name,card_image,weapon_type,weapon_image,rarity,stat1_hp,stat1_sp,stat1_atk,stat1_def,stat50_hp,stat50_sp,stat50_atk,stat50_def,stat70_hp,stat70_sp,stat70_atk,stat70_def,skill_name,skill_sp,skill_combo,skill_hit,skill_damage,skill_range,skill_effect,skill_comment,skill_preview,charge_name,charge_hit,charge_damage,charge_range,charge_comment,nakayoshi_name,nakayoshi_target_noevol,nakayoshi_effect_noevol,nakayoshi_target_evol,nakayoshi_effect_evol
0,6,入浴,【入浴】くるみ,hoshimori/static/uploaded/c/art/20160815kurumi1.jpg,2,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/hummer.png,3,1773,400,1112,1056,3377,875,2433,2309,3800,1000,2780,2500,オイリースプレッド,240,13,1,"秘密のレッスンクリア前
：約22倍
 
秘密のレッスンクリア後
：約25.3倍",全方位・範囲中,武器相性無視／10秒間、ダメージ無効＆吹き飛び無効,"攻撃後、ダメージ無効＆吹き飛び無効（短）
武器相性無視
お風呂上りに美容オイルを塗ると肌にいいらしいです",hoshimori/static/uploaded/c/skill/kurumi_nyuyoku.gif,,,,,,ちょっと一休みです,くるみ,残り時間90以下で攻撃力10％down,くるみ,残り時間60以下で攻撃力10％down
0,6,ROUGE,【ROUGE】くるみ,hoshimori/static/uploaded/c/art/20160430kurumi.jpg,4,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/rod.png,3,1673,640,1036,699,3005,1400,2266,1531,3251,1600,2590,1750,メロウ・イントネイト,280,13,5,"秘密のレッスンクリア前
：約3倍+約5倍×4
 
秘密のレッスンクリア後
：約3倍+約5.86倍×4",全方位・範囲中⇒ターゲットを中心に全方位・範囲中×4,"武器相性無視／10秒間、散弾付加
※散弾付加の効果中は通常攻撃が正面+左右の3wayになる
　左右の攻撃は、1音が約0.5倍、2音は約0.33倍、3音は約0.45倍のダメージ","敵中心多段攻撃後、散弾付加（短）
武器相性無視
おっとりで優しいだけじゃない！　艶っぽく歌います",hoshimori/static/uploaded/c/skill/kurumi_ROUGE.gif,,,,,,服がスースーする……,ロッドとスピア,攻撃力6％UP、移動性能UP,みんな,攻撃力6％UP、移動性能UP
0,6,湯上がり,【湯上がり】くるみ,hoshimori/static/uploaded/c/art/20160815kurumi2.jpg,5,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/bladecanon.png,3,1350,396,980,1241,2571,866,2145,2714,2892,990,2450,3100,ビューティクローサー,216,13,1,"秘密のレッスンクリア前
：約22倍
 
秘密のレッスンクリア後
：約25.3倍",全方位・範囲中,武器相性無視／10秒間、吹き飛び無効＆雷付加,"攻撃後、吹き飛び無効＆落雷付加（短）
武器相性無視
この美容オイル、お花の香りがしてるのでオススメです",hoshimori/static/uploaded/c/skill/kurumi_yuagari.gif,,,,,,肩がこっちゃうので,ブレイドカノン,攻撃力6％、与ダメージUP,ブレイドカノン,攻撃力7％、与ダメージUP（大）
0,6,水着’16,【水着’16】くるみ,hoshimori/static/uploaded/c/art/20160630kurumi.jpg,1,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/spear.png,3,1990,527,1008,728,3798,1137,2205,1591,4275,1299,2520,1820,スプリンクルフラワー,259,13,1,"秘密のレッスンクリア前
：約22倍
 
秘密のレッスンクリア後
：約25.3倍",全方位・範囲小,"武器相性無視／15秒間、落雷付与or
嵐付与（コンボのたびに全方位・小範囲に1ヒット）
1段階：約0.5倍、2段階：約1倍、3段階：約1.5倍","攻撃後、落雷または嵐（最大3段階）付加
武器相性無視
お花さん力を貸して……。舞い散る花弁に目を奪われる
※嵐は周囲の敵を攻撃し、敵の攻撃に当たるまで続く。嵐付加中は、使う毎に1段階強くなる",hoshimori/static/uploaded/c/skill/kurumi_mizugi16.gif,,,,,,水面に月明かりが……,2年生,攻撃力6％UP、消費SPdown,2年生,攻撃力7％UP、消費Spdown（大）
0,6,バニー,【バニー】くるみ,hoshimori/static/uploaded/c/art/20160831kurumi.jpg,3,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/gun.png,3,1633,565,1035,865,3111,1230,2266,1892,3500,1405,2590,2161,ルーレットフィーバー,246,13,1,"秘密のレッスンクリア前
：約18倍
 
秘密のレッスンクリア後
：約20.7倍",ターゲットを中心に、全方位・範囲中,"武器相性無視
エリア青：20秒間・約2.5倍×20
エリア赤：10秒間・約4倍×10
エリア緑：5秒間・約6倍×5","ランダムな効果のエリア設置＋攻撃
武器相性無視
次はどんな目が出るか、ワクワクしてしまいますね",hoshimori/static/uploaded/c/skill/kurumi_bunny.gif,,,,,,次の玉を転がしますね,ガン,攻撃力7％、与ダメージUP（小）,ガン,攻撃力8％、与ダメージUP
0,6,バースデー’16,【バースデー’16】くるみ,hoshimori/static/uploaded/c/art/20160930kurumi.jpg,2,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/hummer.png,3,1534,480,1000,1267,2922,1050,2188,2771,3287,1200,2500,3000,グロウアニバーサリー,200,10,5,"秘密のレッスンクリア前
：約6倍×5
 
秘密のレッスンクリア後
：約7倍×5",自分の周囲4カ所に、全方位・範囲中⇒全方位・範囲中,"武器相性無視／15秒間、ダメージエリア設置
ダメージは最大で約2倍×15","ダメージエリア設置＋多段攻撃
武器相性無視
私、この誕生日でちょっと成長できた気がします",hoshimori/static/uploaded/c/skill/kurumi_birthday16.gif,,,,,,胸がぽかぽかします,みんな,獲得経験値UP（小）、宝箱獲得素材数UP,みんな,獲得経験値UP、宝箱獲得素材数UP
0,6,冬デート,【冬デート】くるみ,hoshimori/static/uploaded/c/art/20161130kurumi.jpg,0,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/sword.png,3,1584,449,1012,1184,3018,981,2213,2590,3395,1122,2530,2940,スイング・ブランコ,196,10,2,"秘密のレッスンクリア前
：約4倍×2
 
秘密のレッスンクリア後
：約4.6倍×2",全方位・範囲中×2,武器相性無視,"2回攻撃＋嵐（最大3段階）付加
武器相性無視
大きなブランコって、風になったみたいで楽しいですね
※嵐は周囲の敵を攻撃し、敵の攻撃に当たるまで続く。嵐付加中は、使う毎に1段階強くなる",hoshimori/static/uploaded/c/skill/kurumi_winterdate.gif,,,,,,空への小旅行,ソードとスピアとツインバレット,10コンボ以降、コンボダメUP（大）、回避数＋2,ソードとスピアとツインバレット,5コンボ以降、コンボダメUP（超）、回避数＋2
0,6,星守メイド,【星守メイド】くるみ,hoshimori/static/uploaded/c/art/1113kurumi.jpg,4,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/rod.png,3,1556,660,962,593,2795,1443,2104,1298,3135,1650,2404,1484,ベジタブルギフト,200,20,4,約3倍+約3倍+約7倍+約30倍,全方位・極小×3⇒全方位・範囲中,武器相性無視,"前方に時限爆弾設置
武器相性無視
彼女特製の野菜に誰もが夢中になってしまう",hoshimori/static/uploaded/c/skill/kurumi_hoshimorimaid.gif,,,,,,野菜ケーキに挑戦,2年生,与ダメUP、攻撃力3％UP,2年生,与ダメUP（大）、攻撃力4％UP
0,6,星守メイド’16,【星守メイド’16】くるみ,hoshimori/static/uploaded/c/art/20161115kurumi.jpg,6,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/twinbullet.png,3,1257,650,1000,694,2395,1414,2187,1517,2523,1793,2500,1850,サイエンス・ドリンク,282,13,1,"秘密のレッスンクリア前
：約29倍
 
秘密のレッスンクリア後
：約33.35倍",全方位・範囲中,武器相性無視,"1回攻撃
武器相性無視
とっても体にいい、健康志向なドリンクなんですよ",hoshimori/static/uploaded/c/skill/kurumi_maid16.gif,,,,,,1杯いかがですか？,みんな,コンボダメージUP（小）、ガード貫通,みんな,コンボダメージUP（大）、ガード貫通
0,6,浴衣’15,【浴衣’15】くるみ,hoshimori/static/uploaded/c/art/0819kurumi.jpg,2,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/hummer.png,3,1734,353,960,730,3304,772,2100,1596,3717,882,2399,1824,大華火ラッシュ,165,13,5,約9倍×5,自分の周囲4カ所に全方位・範囲中⇒全方位・範囲中,武器相性無視,"周囲の敵を攻撃
武器相性無視
夜空に咲く大輪の花は、まさに祭りの華となる",hoshimori/static/uploaded/c/skill/kurumi_yukata.gif,,,,,,た〜まや〜！,みんな,みんなの消費SPdown,みんな,みんなの消費Spdown（大）＆攻撃力3％UP
0,6,ハロウィン’16,【ハロウィン’16】くるみ,hoshimori/static/uploaded/c/art/20161018kurumi.jpg,1,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/spear.png,3,2146,451,1016,680,4097,974,2224,1487,4610,1113,2540,1700,ダークネス・ハンド,194,13,1,"秘密のレッスンクリア前
：約18倍
 
秘密のレッスンクリア後
：約20.7倍
HP1につき約0.002倍ずつ強化される",全方位・範囲大,武器相性無視,"HPに応じて威力が変化する1回攻撃
武器相性無視
この黒い手さんは、なぜ私を助けてくれるのでしょうか",hoshimori/static/uploaded/c/skill/kurumi_Halloween16.gif,,,,,,棺って寝心地いいです,みんな,残り時間90秒以下で攻撃力6％UP、SP20％UP,みんな,残り時間120秒以下で攻撃力6％UP、SP30％UP
0,6,白衣の天使,【白衣の天使】くるみ（台湾）,hoshimori/static/uploaded/c/art/20170125kurumi.jpg,6,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/twinbullet.png,3,1238,634,1006,751,2358,1380,2200,1643,2484,1750,2515,2004,お大事にしてください,320,13,4,約3.3倍×3＋約19倍,前方・範囲極小×3⇒前方・範囲中,武器相性無視／10秒間、吹き飛び無効＋落雷付加,"前方多段攻撃＋吹飛無効＆落雷付加（短）
武器相性無視
お薬は、用法・用量を守って正しく使わないと……!?",hoshimori/static/uploaded/c/skill/kurumi_hakui_tw.gif,,,,,,つい、ウトウトと……,みんな,与ダメ（小）UP、回避数＋1,みんな,与ダメUP、回避数＋2
0,6,ウェディング,【ウェディング】くるみ,hoshimori/static/uploaded/c/art/20160531kurumi.jpg,3,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/gun.png,3,1587,450,1039,921,3022,981,2274,2013,3400,1120,2598,2300,プレシャス・キス,224,13,3,"秘密のレッスンクリア前
：約11倍×3
 
秘密のレッスンクリア後
：約12.9倍×3",全方位・範囲中×3,武器相性無視,"3回攻撃
武器相性無視
大切なくちづけを貴方と、私を幸せにして下さい……",hoshimori/static/uploaded/c/skill/kurumi_wedding.gif,,,,,,私を花嫁さんに……,みんな,10コンボ以降、攻撃力5％UP、ガンとロッドはオートリロード,みんな,10コンボ以降、攻撃力7％UP、ガンとロッドはオートリロード
0,6,白衣の天使,【白衣の天使】くるみ,hoshimori/static/uploaded/c/art/20170113kurumi.jpg,3,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/gun.png,3,1658,536,1046,940,3158,1167,2289,2058,3553,1332,2615,2350,探して！ばんそうこう,255,13,10,"秘密のレッスンクリア前
：約3.8倍×10
 
秘密のレッスンクリア後
：約4.37倍×10",ターゲットを中心に全方位・範囲小,苦手無視／15秒間、遠距離攻撃無効,"10回攻撃＋遠距離無効
苦手無視
ばんそうこうをどこにしまったか、忘れてしまいました",hoshimori/static/uploaded/c/skill/kurumi_hakuinotenshi.gif,,,,,,ナースコールが……,みんな,10コンボ以降、攻撃力5％UP、銃と杖はオートリロード,みんな,5コンボ以降、攻撃力6％UP、銃と杖はオートリロード
0,6,バレンタイン’17,【バレンタイン’17】くるみ,hoshimori/static/uploaded/c/art/20170131kurumi.jpg,6,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/twinbullet.png,3,1194,682,1010,814,2274,1485,2209,1780,2395,1883,2525,2170,ロマンチックツリー,389,14,2,"秘密のレッスンクリア前
：約15.6倍×2
 
秘密のレッスンクリア後
：約18倍×2",全方位・範囲大×2,武器相性無視／10秒間、得意追加＆得意or苦手発動時与ダメージ2倍,"2回攻撃＋得意追加＆相性UP（短）
武器相性無視
この杉の木さんの下なら、思いを伝えられる気がします",hoshimori/static/uploaded/c/skill/kurumi_Valentine17.gif,,,,,,素敵な日になりました,2年生,コンボダメUP（大）、SP9％UP,みんな,コンボダメUP（大）、SP9％UP
0,6,2ndメモリアル,【2ndメモリアル】くるみ,hoshimori/static/uploaded/c/art/20170417kurumi.jpg,4,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/rod.png,3,2051,711,1072,695,3683,1556,2346,1522,3985,1778,2680,1740,炒飯フルコース,443,13,1,"秘密のレッスンクリア前
：約18倍
 
秘密のレッスンクリア後
：約20.7倍",全方位・範囲大,武器相性無視／30秒間、パーティ全員の与ダメ50％、スキルダメージ150％アップ,"与ダメ大upスキル大強化（全、超）＋攻撃
武器相性無視
お野菜たっぷりのチャーハン、たくさん食べてください
※（超）は強化状態の持続時間",hoshimori/static/uploaded/c/skill/kurumi_2ndmemorial.gif,,,,,,火加減に気をつけて,ロッド,操作キャラHP100％で攻撃力8％UP、コンボダメUP（大）,ロッド,操作キャラHP100％で攻撃力9％UP、コンボダメUP（超）
0,6,おうちデート,【おうちデート】くるみ,hoshimori/static/uploaded/c/art/20170609kurumi.jpg,0,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/sword.png,3,1503,527,1064,1245,2862,1151,2327,2724,3220,1316,2660,3092,グリート・プランツ,270,13,3,"秘密のレッスンクリア前
：約12.5倍×3
 
秘密のレッスンクリア後
：約14.4倍×3",前方の3ヵ所に、全方位・範囲中,武器相性無視無視／15秒間、遠距離攻撃無効＋嵐付与,"3回攻撃＋嵐付加（最大3）＆遠距離攻撃無効
武器相性無視
新しい植物さんをお迎えしなきゃ……",hoshimori/static/uploaded/c/skill/kurumi_ouchidate.gif,,,,,,家族が増えました,ソード,10コンボ以降、与ダメUP（大）、コンボダメUP（超）,ソード,5コンボ以降、与ダメUP（超）、コンボダメUP（超）
0,6,ウェディング,【ウェディング】くるみ（メモリーズ復刻）,hoshimori/static/uploaded/c/art/20170606kurumi.jpg,3,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/gun.png,3,1626,461,1064,943,3097,1005,2330,2062,3485,1148,2663,2357,プレシャス・キス,224,13,3,"秘密のレッスンクリア前
：約11倍×3
 
秘密のレッスンクリア後
：約12.9倍×3",全方位・範囲中×3,武器相性無視,"3回攻撃
武器相性無視
大切なくちづけを貴方と、私を幸せにして下さい……",hoshimori/static/uploaded/c/skill/kurumi_wedding.gif,,,,,,私を花嫁さんに……,みんな,10コンボ以降、攻撃力5％UP、ガンとロッドはオートリロード,みんな,10コンボ以降、攻撃力7％UP、ガンとロッドはオートリロード
0,7,私服,【私服】あんこ,hoshimori/static/uploaded/c/art/70014.png,0,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/sword.png,1,1125,238,594,594,1667,400,1000,1000,2250,575,1438,1438,蒼流斬,85,10,1,約5倍,前方・範囲小,,"前方直線上の敵を攻撃
剣を叩き付けることで発生した衝撃波で敵を倒す",,,,,,,ラフが一番,3年生,HPが3％UP！,,
0,6,雪あそび,【雪あそび】くるみ,hoshimori/static/uploaded/c/art/20170216kurumi.jpg,2,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/hummer.png,3,1702,512,1044,1056,3242,1121,2285,1970,3648,1280,2610,2499,ノーヴィスエフォート,205,"レッスン前
：9
レッスン後
：8",4,約10.4倍×4,全方位・範囲大,苦手無視,"多段攻撃
苦手無視
スキーって、難しいですね。うふふっ",hoshimori/static/uploaded/c/skill/kurumi_yukiasobi.gif,,,,,,転んじゃいました,みんな,操作キャラHP100％で、攻撃力6％、コンボダメUP（大）,みんな,操作キャラHP100％で、攻撃力7％、コンボダメUP（超）
0,7,体操服,【体操服】あんこ,hoshimori/static/uploaded/c/art/70013.png,4,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/rod.png,1,770,382,670,376,1140,643,1127,634,1539,924,1621,911,魔壊陣,111,6,1,約5.5倍,全方位・範囲小,,"周囲の敵を攻撃
足元に魔方陣を描くことで、周囲の敵を打ち払う",,,,,,,サボりの達人,3年生,攻撃力が2％UP！,,
0,7,冬制服,【冬制服】あんこ,hoshimori/static/uploaded/c/art/70011.png,2,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/hummer.png,0,1265,144,499,525,1686,216,748,788,,,,,ボルトハンマー,72,8,1,4倍,前方・範囲小,,"前方の敵を攻撃
雷の力を槌に宿らせ、敵に一撃を加える",,,,,,,怠惰な日常,みんな,攻撃力が1％UP！,,
0,7,私服2,【私服2】あんこ,hoshimori/static/uploaded/c/art/1120anko.jpg,3,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/gun.png,1,1061,292,582,488,1572,491,980,822,2122,705,1409,1181,ポイズンボム,102,6,1,約9倍,前方・直線（着弾地点に範囲小）,敵に毒の効果,"前方に範囲攻撃
毒性を持つ液体を玉に詰め、目標めがけて打ち込む",,,,,,,早く来すぎたわ……,みんな,SP4％UP,,
0,7,新制服,【新制服】あんこ,hoshimori/static/uploaded/c/art/201700620anko.jpg,3,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/gun.png,1,1150,278,588,540,1704,468,989,910,2301,673,1423,1309,アーマーダウン,147,10,,,全方位・範囲中,約15秒間、与ダメージ約1.2倍,"周囲の敵の被ダメージをアップ
敵の集中力を乱すことで、敵へのダメージを増加する",,,,,,,怠惰な日常,みんな,攻撃力が1％UP！,,
0,6,星守メイド,【星守メイド】くるみ（メモリーズ復刻）,hoshimori/static/uploaded/c/art/20170523kurumi.jpg,4,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/rod.png,3,1688,716,1044,643,3033,1566,2283,1408,3401,1790,2608,1610,ベジタブルギフト,200,20,4,約3倍+約3倍+約7倍+約30倍,全方位・極小×3⇒全方位・範囲中,武器相性無視,"前方に時限爆弾設置
武器相性無視
彼女特製の野菜に誰もが夢中になってしまう",hoshimori/static/uploaded/c/skill/kurumi_hoshimorimaid.gif,,,,,,野菜ケーキに挑戦,2年生,与ダメUP、攻撃力3％UP,2年生,与ダメUP（大）、攻撃力4％UP
0,7,夏制服,【夏制服】あんこ,hoshimori/static/uploaded/c/art/70012.png,1,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/spear.png,1,1612,171,621,496,2388,288,1045,835,3224,414,1503,1201,旋風槍,69,10,4,約0.7倍+約0.7倍+約0.7倍+約1.4倍,全方位・範囲小,,"周囲の敵を多段攻撃
旋風のごとき速さで周囲の敵を突き貫く",,,,,,,ブログチェック中,3年生,SPが5％UP！,,
0,6,バレンタイン’16,【バレンタイン’16】くるみ（メモリーズ復刻）,hoshimori/static/uploaded/c/art/0131kurumi.jpg,3,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/gun.png,3,1534,511,996,1019,2921,1113,2180,2227,3286,1270,2491,2545,シュガリーローズ,210,13,10,"秘密のレッスンクリア前
：約3.1倍×10
 
秘密のレッスンクリア後
：約3.6倍×10",前方・範囲中,武器相性無視,"前方の敵を多段攻撃
武器相性無視
彼女の甘い誘いを受け、鮮やかなバラが咲き乱れる",hoshimori/static/uploaded/c/skill/kurumi_Valentine.gif,,,,,,頬を染めて,みんな,5コンボ以降HP10％UP、与ダメージUP,みんな,5コンボ以降HP13％UP、与ダメージUP（大）
0,7,メイド,【メイド】あんこ,hoshimori/static/uploaded/c/art/0430anko.jpg,2,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/hummer.png,3,1900,232,803,856,3440,510,1754,1874,3850,583,2014,2142,クラムシーガール,140,13,3,約4倍×3,前方三方向・直線,武器相性無視／自分のHP回復20％,"前方3方向攻撃＋HP回復
武器相性無視
不器用ながらも一生懸命にケーキを作り上げる",hoshimori/static/uploaded/c/skill/anko_maid.gif,,,,,,一生懸命,ガンとハンマー,攻撃力が5％UP！,ガンとハンマー,攻撃力が7％UP！
0,7,星衣ギャラクシー,【星衣ギャラクシー】あんこ,hoshimori/static/uploaded/c/art/0615anko.png,1,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/spear.png,3,1932,351,891,519,3678,790,1940,1134,4139,898,2207,1299,エレクトロブレイン,164,13,3,約5倍+約5倍+約6倍,前方・範囲小,武器相性無視,"前方の敵を多段攻撃
武器相性無視
電脳世界の住人である彼女は、指先１つで敵を撃退する",,,,,,,サイバープログラマー,みんな,5コンボ以降、被ダメージdown(小),みんな,被ダメージdown、コンボダメージup(小)
0,7,大盛りラーメン,【大盛りラーメン】あんこ,hoshimori/static/uploaded/c/art/70017.png,3,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/gun.png,2,1013,393,722,523,1823,822,1510,1093,2160,1001,1838,1330,爆鎖黒墜砲,102,6,1,約7倍,全方位・範囲小,,"周囲の敵を大攻撃
足元に黒煙弾を撃ち込むことで近づいた敵を黒に染める",,,,,,,激辛ファイアー！,みんな,攻撃力が3％UP！,みんな,攻撃力が4％UP！
0,7,アニマル,【アニマル】あんこ,hoshimori/static/uploaded/c/art/0831anko.jpg,4,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/rod.png,3,1415,602,978,645,2541,1315,2140,1411,2858,1504,2445,1613,ナイトアウル,250,"秘密のレッスンクリア前
：10
秘密のレッスンクリア後
：8",2,"秘密のレッスンクリア前
：約1倍+約25倍
 
秘密のレッスンクリア後
：約1倍+約26.5倍",全方位・範囲中×2,武器相性無視／稀に敵をスタン,"周囲の敵を攻撃＋稀にスタン
武器相性無視
闇夜の支配者が鋭い眼光で辺りを焼き尽くす",hoshimori/static/uploaded/c/skill/anko_animal.gif,,,,,,夜の女王,ロッドとハンマー,15コンボ以降、攻撃力6％UP！,ロッドとハンマー,15コンボ以降、攻撃力8％UP！
0,7,パソコン部,【パソコン部】あんこ,hoshimori/static/uploaded/c/art/70016.png,2,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/hummer.png,2,1581,198,686,722,2846,413,1434,1510,3374,504,1746,1838,ライトニングハンマー,96,10,1,約7倍,前方・範囲小,,"前方の敵を大攻撃
雷の力を槌に宿らせ、敵に痛烈な一撃を加える",,,,,,,モーションキャプチャ,みんな,SPが6％UP！,みんな,SPが8％UP！
0,7,ハロウィン’15,【ハロウィン’15】あんこ,hoshimori/static/uploaded/c/art/1015anko.jpg,0,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/sword.png,3,1361,400,928,1088,2593,874,2030,2379,2916,1000,2319,2719,バイナリハーツ,165,13,2,約8.5倍×2,全方位・範囲中,武器相性無視,"周囲の敵を2回攻撃
武器相性無視
電脳世界を漂う心の声は、時に己の力となる",hoshimori/static/uploaded/c/skill/anko_Halloween.gif,,,,,,パーティナイト,みんな,15コンボ以降、コンボダメup、攻撃力3％UP,みんな,15コンボ以降、コンボダメup（大）、攻撃力4％UP
0,7,星衣ユニコーン,【星衣ユニコーン】あんこ,hoshimori/static/uploaded/c/art/70018.png,3,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/gun.png,3,1424,481,943,834,2713,1052,2063,1824,3052,1201,2358,2086,雷舞聖獣翔,179,10,1,約19倍,前方・範囲中,武器相性無視,"前方に範囲大攻撃
武器相性無視
雷の力を全身に宿し、空中から一気に蹴りを打ち込む",hoshimori/static/uploaded/c/skill/anko_seii.gif,,,,,,雷舞奮闘陣,みんな,攻撃力が4％UP！、与ダメUP（小）,みんな,攻撃力が5％UP！、与ダメUP
0,7,星守メイド,【星守メイド】あんこ,hoshimori/static/uploaded/c/art/1113anko.jpg,0,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/sword.png,3,1339,394,915,1160,2551,862,2002,2537,2870,986,2288,2900,クラムシーガール＋,172,13,3,約13倍×3,前方3方向・直線,武器相性無視／自分のHP20％回復,"前方3方向攻撃＋HP回復
武器相性無視
不器用ながらも一生懸命にケーキを作り上げる",hoshimori/static/uploaded/c/skill/anko_hoshimorimaid.gif,,,,,,努力の結晶,3年生,コンボダメージUP（大）,3年生,コンボダメージUP（大）、与ダメUP
0,7,ゲーセンクイーン,【ゲーセンクイーン】あんこ,hoshimori/static/uploaded/c/art/70019.png,2,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/hummer.png,3,1718,300,914,836,3272,656,2000,1828,3681,750,2285,2089,プロゲーマーあんこ,150,13,10,約2.4倍×10,全方位・範囲小,武器相性無視,"敵を中心に10回連続攻撃
武器相性無視
彼女はゲームと現実の境界を越えている……",hoshimori/static/uploaded/c/skill/anko_progamer.gif,,,,,,余裕でした,みんな,10コンボ以降、攻撃力4％UP＆コンボダメup（小）,みんな,10コンボ以降、攻撃力5％UP＆コンボダメup
0,7,Chuuuuu（ハート）Lip,【Chuuuuu（ハート）Lip】あんこ,hoshimori/static/uploaded/c/art/1101anko.jpg,1,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/spear.png,3,1941,381,962,657,3705,823,2105,1436,4169,940,2406,1642,スイートシグナル,170,13,1,"秘密のレッスンクリア前
：約14倍（緑）or約20倍（赤）or約40倍（虹）
 
秘密のレッスンクリア後
：約15倍（緑）or約20倍（赤）or約45倍（虹）",全方位・範囲中,武器相性無視,"ランダム周囲攻撃＋メタル貫通爆弾
相性無
恋のシグナルが、時に甘く胸を焦がす",hoshimori/static/uploaded/c/skill/anko_idol.gif,,,,,,飛ばしていくわよ！,みんな,10コンボ以降、SP9％UP、消費SPdown,みんな,10コンボ以降、SP11％UP、消費Spdown（大）
0,7,浴衣’15,【浴衣’15】あんこ,hoshimori/static/uploaded/c/art/0819anko.jpg,3,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/gun.png,3,1222,491,909,843,2327,1068,1990,1843,2618,1220,2274,2107,和太鼓でドンドコ！,270,13,1,約11倍,前方・直線,武器相性無視／10秒間遠距離攻撃無効,"前方攻撃＋遠距離無効（短）
武器相性無視
師範級のバチさばきによる太鼓の音色が大気も揺るがす",hoshimori/static/uploaded/c/skill/anko_yukata.gif,,,,,,縁日を極めし者,みんな,12コンボ以降、コンボダメup＆SPが6％UP！,みんな,7コンボ以降、コンボダメup（大）＆SPが6％UP！
0,7,バレンタイン’16,【バレンタイン’16】あんこ,hoshimori/static/uploaded/c/art/0204anko.jpg,3,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/gun.png,3,1399,565,940,920,2664,1230,2057,2013,2997,1405,2350,2300,ギルティプレジャー,307,10,1,"秘密のレッスンクリア前
：約13倍
 
秘密のレッスンクリア後
：約15倍",前方・範囲中,武器相性無視／ダメージフィールド設置：ダメージ秒間約2倍（秘密のレッスン前：10秒、秘密のレッスン後：15秒）,"攻撃＆ダメージフィールド設置（短）
武器相性無視
素直になれない彼女にとって、スキと嫌いは紙一重だ",hoshimori/static/uploaded/c/skill/anko_Valentine.gif,,,,,,待ち人来たる,ガンとロッド,5コンボ以降、オートリロード、攻撃力4％UP,ガンとロッド,オートリロード、攻撃力5％UP
